,id,timestamp,prob,type,filename
110,ML13,2020-04-30 06:49:14.390,0.1030103,p,ML13_20200430_121_06.mseed
111,ML13,2020-04-30 06:49:18.380,0.46757957,p,ML13_20200430_121_06.mseed
112,ML13,2020-04-30 05:01:52.990,0.12220563,p,ML13_20200430_121_05.mseed
113,ML13,2020-04-30 05:13:18.570,0.27341786,p,ML13_20200430_121_05.mseed
114,ML13,2020-04-30 05:13:21.840,0.17143077,s,ML13_20200430_121_05.mseed
115,ML13,2020-04-30 05:20:30.300,0.43272457,p,ML13_20200430_121_05.mseed
116,ML13,2020-04-30 05:23:50.710,0.15257919,p,ML13_20200430_121_05.mseed
117,ML13,2020-04-30 05:23:57.450,0.1761061,s,ML13_20200430_121_05.mseed
118,ML13,2020-04-30 05:39:20.300,0.5820914,p,ML13_20200430_121_05.mseed
119,ML13,2020-04-30 05:43:10.060,0.3946935,p,ML13_20200430_121_05.mseed
120,ML13,2020-04-30 05:43:11.900,0.10969924,p,ML13_20200430_121_05.mseed
121,ML13,2020-04-30 05:47:52.360,0.10145308,p,ML13_20200430_121_05.mseed
122,ML13,2020-04-30 05:48:56.660,0.12612747,p,ML13_20200430_121_05.mseed
123,ML13,2020-04-30 04:00:58.660,0.26345125,p,ML13_20200430_121_04.mseed
124,ML13,2020-04-30 04:02:07.630,0.48842484,p,ML13_20200430_121_04.mseed
125,ML13,2020-04-30 04:06:27.920,0.1457733,p,ML13_20200430_121_04.mseed
126,ML13,2020-04-30 04:10:41.080,0.11109112,p,ML13_20200430_121_04.mseed
127,ML13,2020-04-30 04:12:25.080,0.7435157,p,ML13_20200430_121_04.mseed
128,ML13,2020-04-30 04:16:40.800,0.6436182,p,ML13_20200430_121_04.mseed
129,ML13,2020-04-30 04:17:40.330,0.31860587,p,ML13_20200430_121_04.mseed
130,ML13,2020-04-30 04:17:42.250,0.34354532,p,ML13_20200430_121_04.mseed
131,ML13,2020-04-30 04:18:05.650,0.18713501,s,ML13_20200430_121_04.mseed
132,ML13,2020-04-30 04:18:31.140,0.21909237,p,ML13_20200430_121_04.mseed
133,ML13,2020-04-30 04:20:54.730,0.10877094,p,ML13_20200430_121_04.mseed
134,ML13,2020-04-30 04:28:48.670,0.269664,s,ML13_20200430_121_04.mseed
135,ML13,2020-04-30 04:29:35.990,0.102022976,p,ML13_20200430_121_04.mseed
136,ML13,2020-04-30 04:29:43.100,0.17816412,s,ML13_20200430_121_04.mseed
137,ML13,2020-04-30 04:40:59.120,0.20886773,p,ML13_20200430_121_04.mseed
138,ML13,2020-04-30 04:47:01.810,0.26314735,p,ML13_20200430_121_04.mseed
139,ML13,2020-04-30 03:02:59.340,0.4148941,p,ML13_20200430_121_03.mseed
140,ML13,2020-04-30 03:03:40.750,0.11706908,p,ML13_20200430_121_03.mseed
141,ML13,2020-04-30 03:04:09.950,0.11282915,p,ML13_20200430_121_03.mseed
142,ML13,2020-04-30 03:07:08.020,0.20677772,p,ML13_20200430_121_03.mseed
143,ML13,2020-04-30 03:07:12.340,0.28706798,s,ML13_20200430_121_03.mseed
144,ML13,2020-04-30 03:16:15.140,0.12722164,p,ML13_20200430_121_03.mseed
145,ML13,2020-04-30 03:16:21.340,0.23151316,s,ML13_20200430_121_03.mseed
146,ML13,2020-04-30 03:21:06.370,0.11716431,p,ML13_20200430_121_03.mseed
147,ML13,2020-04-30 03:22:17.430,0.12457231,p,ML13_20200430_121_03.mseed
148,ML13,2020-04-30 03:22:26.830,0.29390073,p,ML13_20200430_121_03.mseed
149,ML13,2020-04-30 03:22:34.140,0.38133585,s,ML13_20200430_121_03.mseed
150,ML13,2020-04-30 03:24:41.110,0.1060197,p,ML13_20200430_121_03.mseed
151,ML13,2020-04-30 03:26:51.900,0.36090538,p,ML13_20200430_121_03.mseed
152,ML13,2020-04-30 03:28:23.550,0.10112633,p,ML13_20200430_121_03.mseed
153,ML13,2020-04-30 03:37:12.110,0.29595208,p,ML13_20200430_121_03.mseed
154,ML13,2020-04-30 03:38:44.630,0.1936852,p,ML13_20200430_121_03.mseed
155,ML13,2020-04-30 03:40:13.580,0.2537387,p,ML13_20200430_121_03.mseed
156,ML13,2020-04-30 03:41:05.990,0.13953958,p,ML13_20200430_121_03.mseed
157,ML13,2020-04-30 03:45:15.860,0.573155,p,ML13_20200430_121_03.mseed
158,ML13,2020-04-30 03:47:06.660,0.1479537,p,ML13_20200430_121_03.mseed
159,ML13,2020-04-30 03:49:18.260,0.68420666,p,ML13_20200430_121_03.mseed
160,ML13,2020-04-30 03:58:31.830,0.10028603,p,ML13_20200430_121_03.mseed
161,ML13,2020-04-30 02:03:12.610,0.11406135,p,ML13_20200430_121_02.mseed
162,ML13,2020-04-30 02:04:52.650,0.11495075,p,ML13_20200430_121_02.mseed
163,ML13,2020-04-30 02:34:22.270,0.20826423,p,ML13_20200430_121_02.mseed
164,ML13,2020-04-30 02:44:02.000,0.49087688,p,ML13_20200430_121_02.mseed
165,ML13,2020-04-30 02:48:53.100,0.28260523,p,ML13_20200430_121_02.mseed
166,ML13,2020-04-30 02:49:13.090,0.20023054,p,ML13_20200430_121_02.mseed
167,ML13,2020-04-30 02:50:01.440,0.6630354,p,ML13_20200430_121_02.mseed
168,ML13,2020-04-30 02:51:46.250,0.11490182,p,ML13_20200430_121_02.mseed
169,ML13,2020-04-30 02:53:28.790,0.13416578,p,ML13_20200430_121_02.mseed
170,ML13,2020-04-30 01:00:51.440,0.270324,p,ML13_20200430_121_01.mseed
171,ML13,2020-04-30 01:07:52.490,0.10226853,p,ML13_20200430_121_01.mseed
172,ML13,2020-04-30 01:09:37.770,0.3541718,p,ML13_20200430_121_01.mseed
173,ML13,2020-04-30 01:10:57.270,0.34989208,p,ML13_20200430_121_01.mseed
174,ML13,2020-04-30 01:12:46.910,0.58465165,p,ML13_20200430_121_01.mseed
175,ML13,2020-04-30 01:15:12.030,0.48277792,p,ML13_20200430_121_01.mseed
176,ML13,2020-04-30 01:16:56.130,0.285153,p,ML13_20200430_121_01.mseed
177,ML13,2020-04-30 01:17:02.610,0.44402313,p,ML13_20200430_121_01.mseed
178,ML13,2020-04-30 01:19:13.630,0.53793395,p,ML13_20200430_121_01.mseed
179,ML13,2020-04-30 01:21:17.100,0.6254589,p,ML13_20200430_121_01.mseed
180,ML13,2020-04-30 01:22:52.730,0.16723955,p,ML13_20200430_121_01.mseed
181,ML13,2020-04-30 01:25:15.980,0.10478216,p,ML13_20200430_121_01.mseed
182,ML13,2020-04-30 01:25:17.860,0.38875246,p,ML13_20200430_121_01.mseed
183,ML13,2020-04-30 01:26:15.760,0.11232415,p,ML13_20200430_121_01.mseed
184,ML13,2020-04-30 01:30:28.120,0.6099709,p,ML13_20200430_121_01.mseed
185,ML13,2020-04-30 01:32:42.480,0.23823608,p,ML13_20200430_121_01.mseed
186,ML13,2020-04-30 01:34:15.400,0.61887854,p,ML13_20200430_121_01.mseed
187,ML13,2020-04-30 01:39:39.990,0.13290179,p,ML13_20200430_121_01.mseed
188,ML13,2020-04-30 01:40:50.710,0.12514119,p,ML13_20200430_121_01.mseed
189,ML13,2020-04-30 01:56:29.470,0.18788491,p,ML13_20200430_121_01.mseed
190,ML13,2020-04-30 01:59:44.790,0.16759586,p,ML13_20200430_121_01.mseed
191,ML13,2020-04-30 00:01:34.200,0.13858777,p,ML13_20200430_121_00.mseed
192,ML13,2020-04-30 00:01:57.560,0.12263167,p,ML13_20200430_121_00.mseed
193,ML13,2020-04-30 00:08:32.830,0.5570549,p,ML13_20200430_121_00.mseed
194,ML13,2020-04-30 00:09:50.000,0.10122039,p,ML13_20200430_121_00.mseed
195,ML13,2020-04-30 00:10:12.680,0.109806344,p,ML13_20200430_121_00.mseed
196,ML13,2020-04-30 00:11:44.040,0.2877173,p,ML13_20200430_121_00.mseed
197,ML13,2020-04-30 00:17:41.100,0.20313787,p,ML13_20200430_121_00.mseed
198,ML13,2020-04-30 00:19:00.350,0.6274283,p,ML13_20200430_121_00.mseed
199,ML13,2020-04-30 00:20:36.760,0.4783374,p,ML13_20200430_121_00.mseed
200,ML13,2020-04-30 00:20:37.960,0.24767122,p,ML13_20200430_121_00.mseed
201,ML13,2020-04-30 00:23:15.430,0.20681722,p,ML13_20200430_121_00.mseed
202,ML13,2020-04-30 00:26:31.370,0.64406025,p,ML13_20200430_121_00.mseed
203,ML13,2020-04-30 00:27:17.510,0.20677474,p,ML13_20200430_121_00.mseed
204,ML13,2020-04-30 00:31:28.760,0.37601712,p,ML13_20200430_121_00.mseed
205,ML13,2020-04-30 00:35:38.560,0.786661,p,ML13_20200430_121_00.mseed
206,ML13,2020-04-30 00:37:13.530,0.3845535,p,ML13_20200430_121_00.mseed
207,ML13,2020-04-30 00:38:41.940,0.2714358,p,ML13_20200430_121_00.mseed
208,ML13,2020-04-30 00:39:58.750,0.25373065,p,ML13_20200430_121_00.mseed
209,ML13,2020-04-30 00:41:50.910,0.17560197,p,ML13_20200430_121_00.mseed
210,ML13,2020-04-30 00:42:13.740,0.10334694,p,ML13_20200430_121_00.mseed
211,ML13,2020-04-30 00:42:15.950,0.13739927,p,ML13_20200430_121_00.mseed
212,ML13,2020-04-30 00:53:35.310,0.3861302,p,ML13_20200430_121_00.mseed
213,ML13,2020-04-30 00:55:19.180,0.48406032,p,ML13_20200430_121_00.mseed
214,ML13,2020-04-30 00:56:01.570,0.10136931,p,ML13_20200430_121_00.mseed
215,ML13,2020-04-30 00:56:11.740,0.1003634,p,ML13_20200430_121_00.mseed
216,ML13,2020-04-30 00:56:35.030,0.17779052,p,ML13_20200430_121_00.mseed
217,ML13,2020-04-30 00:56:34.910,0.23716135,s,ML13_20200430_121_00.mseed
218,ML12,2020-04-30 23:29:34.180,0.8521739,p,ML12_20200430_121_23.mseed
219,ML12,2020-04-30 23:29:51.400,0.33448684,p,ML12_20200430_121_23.mseed
220,ML12,2020-04-30 23:46:00.940,0.17636542,p,ML12_20200430_121_23.mseed
221,ML12,2020-04-30 23:49:35.670,0.31834215,p,ML12_20200430_121_23.mseed
222,ML12,2020-04-30 23:54:49.490,0.4837433,p,ML12_20200430_121_23.mseed
223,ML12,2020-04-30 23:54:53.330,0.6463796,s,ML12_20200430_121_23.mseed
224,ML12,2020-04-30 23:58:29.610,0.107410446,p,ML12_20200430_121_23.mseed
225,ML12,2020-04-30 21:31:13.730,0.10061102,p,ML12_20200430_121_21.mseed
226,ML12,2020-04-30 21:49:23.430,0.16653928,p,ML12_20200430_121_21.mseed
227,ML12,2020-04-30 19:22:41.880,0.14430569,p,ML12_20200430_121_19.mseed
228,ML12,2020-04-30 19:22:51.590,0.25194672,s,ML12_20200430_121_19.mseed
229,ML12,2020-04-30 18:46:00.690,0.590804,p,ML12_20200430_121_18.mseed
230,ML12,2020-04-30 17:00:45.410,0.8949018,p,ML12_20200430_121_17.mseed
231,ML12,2020-04-30 17:01:01.610,0.11706687,s,ML12_20200430_121_17.mseed
232,ML12,2020-04-30 13:52:02.680,0.1886748,s,ML12_20200430_121_13.mseed
233,ML12,2020-04-30 13:57:57.130,0.14578846,p,ML12_20200430_121_13.mseed
234,ML12,2020-04-30 10:08:23.900,0.32300553,p,ML12_20200430_121_10.mseed
235,ML12,2020-04-30 08:00:47.790,0.10169312,p,ML12_20200430_121_08.mseed
236,ML12,2020-04-30 08:12:07.780,0.122171625,p,ML12_20200430_121_08.mseed
237,ML12,2020-04-30 08:17:52.510,0.10371915,p,ML12_20200430_121_08.mseed
238,ML12,2020-04-30 08:21:17.650,0.31364584,p,ML12_20200430_121_08.mseed
239,ML12,2020-04-30 08:21:20.590,0.106174804,p,ML12_20200430_121_08.mseed
240,ML12,2020-04-30 08:22:07.980,0.19523364,p,ML12_20200430_121_08.mseed
241,ML12,2020-04-30 07:01:50.210,0.5721407,p,ML12_20200430_121_07.mseed
242,ML12,2020-04-30 07:05:57.720,0.15565856,p,ML12_20200430_121_07.mseed
243,ML12,2020-04-30 07:06:03.100,0.30156234,p,ML12_20200430_121_07.mseed
244,ML12,2020-04-30 07:06:06.620,0.1029906,s,ML12_20200430_121_07.mseed
245,ML12,2020-04-30 07:12:05.650,0.30705106,p,ML12_20200430_121_07.mseed
246,ML12,2020-04-30 07:12:11.310,0.1853022,p,ML12_20200430_121_07.mseed
247,ML12,2020-04-30 07:14:26.390,0.8465752,p,ML12_20200430_121_07.mseed
248,ML12,2020-04-30 07:21:56.570,0.4361077,p,ML12_20200430_121_07.mseed
249,ML12,2020-04-30 07:25:17.900,0.21636833,p,ML12_20200430_121_07.mseed
250,ML12,2020-04-30 07:28:46.120,0.21850234,p,ML12_20200430_121_07.mseed
251,ML12,2020-04-30 07:37:15.100,0.33862305,p,ML12_20200430_121_07.mseed
252,ML12,2020-04-30 07:37:56.820,0.26333126,p,ML12_20200430_121_07.mseed
253,ML12,2020-04-30 06:13:35.440,0.1225138,p,ML12_20200430_121_06.mseed
254,ML12,2020-04-30 06:16:43.650,0.10214388,p,ML12_20200430_121_06.mseed
255,ML12,2020-04-30 06:45:57.010,0.5322785,p,ML12_20200430_121_06.mseed
256,ML12,2020-04-30 06:49:14.710,0.18892214,p,ML12_20200430_121_06.mseed
257,ML12,2020-04-30 06:53:52.360,0.78164136,p,ML12_20200430_121_06.mseed
258,ML12,2020-04-30 03:01:11.820,0.2992455,p,ML12_20200430_121_03.mseed
259,ML12,2020-04-30 03:03:25.020,0.17237742,p,ML12_20200430_121_03.mseed
260,ML12,2020-04-30 03:03:42.200,0.16688702,p,ML12_20200430_121_03.mseed
261,ML12,2020-04-30 03:04:42.660,0.19113176,s,ML12_20200430_121_03.mseed
262,ML12,2020-04-30 03:06:27.950,0.12908614,p,ML12_20200430_121_03.mseed
263,ML12,2020-04-30 03:07:09.810,0.1062954,p,ML12_20200430_121_03.mseed
264,ML12,2020-04-30 03:07:55.070,0.10206139,p,ML12_20200430_121_03.mseed
265,ML12,2020-04-30 03:10:04.380,0.19808033,p,ML12_20200430_121_03.mseed
266,ML12,2020-04-30 03:12:50.260,0.111534655,p,ML12_20200430_121_03.mseed
267,ML12,2020-04-30 03:14:17.790,0.101587795,p,ML12_20200430_121_03.mseed
268,ML12,2020-04-30 02:13:26.230,0.1054466,p,ML12_20200430_121_02.mseed
269,ML12,2020-04-30 02:57:03.610,0.24259281,p,ML12_20200430_121_02.mseed
270,ML12,2020-04-30 00:11:51.980,0.16905421,p,ML12_20200430_121_00.mseed
271,ML11,2020-04-30 23:29:34.830,0.6406499,p,ML11_20200430_121_23.mseed
272,ML11,2020-04-30 20:09:07.780,0.37592027,s,ML11_20200430_121_20.mseed
273,ML11,2020-04-30 17:00:45.560,0.49502984,p,ML11_20200430_121_17.mseed
274,ML11,2020-04-30 17:01:02.620,0.3028173,s,ML11_20200430_121_17.mseed
275,ML11,2020-04-30 10:42:39.520,0.13595113,p,ML11_20200430_121_10.mseed
276,ML11,2020-04-30 09:52:19.950,0.15895739,p,ML11_20200430_121_09.mseed
277,ML11,2020-04-30 09:52:21.400,0.12623233,s,ML11_20200430_121_09.mseed
278,ML11,2020-04-30 08:21:18.100,0.663041,p,ML11_20200430_121_08.mseed
279,ML11,2020-04-30 07:06:05.690,0.17624624,p,ML11_20200430_121_07.mseed
280,ML11,2020-04-30 07:14:29.110,0.14741258,p,ML11_20200430_121_07.mseed
281,ML11,2020-04-30 07:25:26.420,0.31474096,p,ML11_20200430_121_07.mseed
282,ML11,2020-04-30 06:06:39.840,0.16768098,p,ML11_20200430_121_06.mseed
283,ML11,2020-04-30 06:18:05.350,0.113037884,p,ML11_20200430_121_06.mseed
284,ML11,2020-04-30 06:43:38.520,0.13797066,p,ML11_20200430_121_06.mseed
285,ML11,2020-04-30 04:43:31.640,0.107432604,p,ML11_20200430_121_04.mseed
286,ML11,2020-04-30 03:14:15.990,0.14122649,p,ML11_20200430_121_03.mseed
287,ML11,2020-04-30 03:33:32.390,0.1120981,p,ML11_20200430_121_03.mseed
288,ML11,2020-04-30 02:44:25.910,0.12618588,s,ML11_20200430_121_02.mseed
289,ML11,2020-04-30 02:46:28.270,0.10973096,p,ML11_20200430_121_02.mseed
290,ML11,2020-04-30 01:00:38.450,0.16971478,p,ML11_20200430_121_01.mseed
291,ML11,2020-04-30 01:01:56.940,0.13672607,p,ML11_20200430_121_01.mseed
292,ML11,2020-04-30 01:17:28.180,0.17238931,p,ML11_20200430_121_01.mseed
293,ML11,2020-04-30 01:32:57.220,0.42370135,p,ML11_20200430_121_01.mseed
294,ML11,2020-04-30 01:36:39.710,0.18048552,p,ML11_20200430_121_01.mseed
295,ML11,2020-04-30 00:03:46.080,0.33473155,s,ML11_20200430_121_00.mseed
296,ML11,2020-04-30 00:07:12.770,0.21129149,p,ML11_20200430_121_00.mseed
297,ML11,2020-04-30 00:07:14.260,0.32415673,s,ML11_20200430_121_00.mseed
298,ML11,2020-04-30 00:07:27.100,0.12317691,p,ML11_20200430_121_00.mseed
299,ML11,2020-04-30 00:23:50.080,0.39175636,p,ML11_20200430_121_00.mseed
300,ML10,2020-04-30 23:04:12.770,0.5010965,p,ML10_20200430_121_23.mseed
301,ML10,2020-04-30 23:11:13.430,0.117898,p,ML10_20200430_121_23.mseed
302,ML10,2020-04-30 23:28:20.780,0.17105396,s,ML10_20200430_121_23.mseed
303,ML10,2020-04-30 23:29:34.400,0.30776274,p,ML10_20200430_121_23.mseed
304,ML10,2020-04-30 23:37:37.800,0.2445359,p,ML10_20200430_121_23.mseed
305,ML10,2020-04-30 23:49:34.330,0.13762249,p,ML10_20200430_121_23.mseed
306,ML10,2020-04-30 22:44:23.910,0.3277521,p,ML10_20200430_121_22.mseed
307,ML10,2020-04-30 22:45:16.300,0.12292274,p,ML10_20200430_121_22.mseed
308,ML10,2020-04-30 22:47:28.070,0.10417047,p,ML10_20200430_121_22.mseed
309,ML10,2020-04-30 21:08:14.970,0.2490145,p,ML10_20200430_121_21.mseed
