,id,timestamp,prob,type
69,ML01,2021-08-23 19:51:21.920,0.80109304,s
70,ML01,2021-08-26 08:57:07.850,0.77305335,s
71,ML01,2021-08-27 10:20:31.980,0.8601966,s
72,ML01,2021-08-31 14:24:27.680,0.6599799,s
73,ML01,2021-08-31 14:24:33.560,0.6496543,s
74,ML01,2021-10-16 09:13:45.310,0.5689191,s
75,ML01,2021-10-16 10:02:40.080,0.7870645,s
76,ML01,2021-10-16 10:02:43.440,0.5378364,s
77,ML01,2021-10-17 09:38:33.420,0.76273715,s
78,ML01,2021-10-18 15:46:49.380,0.6093006,s
79,ML01,2021-10-19 09:53:48.910,0.5491564,s
80,ML01,2021-10-19 09:56:50.030,0.8770845,s
81,ML01,2022-01-06 08:55:23.990,0.78684866,s
82,ML01,2022-01-06 09:13:54.150,0.7610037,s
83,ML01,2022-01-08 09:16:56.000,0.86505187,s
84,ML01,2022-01-08 09:20:27.980,0.54444253,s
85,ML01,2022-01-08 23:43:35.520,0.8925631,s
86,ML01,2022-01-29 10:42:50.630,0.8688729,s
87,ML01,2022-01-30 08:17:31.870,0.85227007,s
88,ML01,2022-01-30 11:54:12.500,0.545179,s
89,ML01,2022-01-30 12:11:57.380,0.7394146,s
90,ML01,2022-01-30 14:36:25.650,0.50870985,s
91,ML01,2022-01-30 14:36:26.190,0.62720037,s
92,ML01,2022-01-30 14:36:31.100,0.8325238,s
93,ML02,2020-04-24 20:16:20.400,0.9063156,s
94,ML02,2020-05-06 13:09:25.490,0.56195945,s
95,ML02,2020-05-06 13:09:37.620,0.55108505,s
96,ML03,2020-05-02 08:45:32.210,0.6128797,s
97,ML03,2020-05-07 14:25:09.500,0.7818759,s
98,ML03,2020-05-07 19:21:50.470,0.5701656,s
99,ML03,2020-06-11 15:40:42.840,0.6857876,s
100,ML03,2020-07-03 16:03:56.110,0.61961573,s
101,ML03,2020-12-24 10:57:41.260,0.65001434,s
102,ML03,2021-01-05 16:21:16.830,0.6707527,s
103,ML03,2021-01-31 05:46:26.030,0.55727774,s
104,ML03,2021-03-12 08:36:52.050,0.553866,s
105,ML03,2021-03-12 08:37:04.570,0.6147677,s
106,ML03,2021-03-12 08:37:11.090,0.7197704,s
107,ML03,2021-04-09 05:56:00.130,0.660819,s
108,ML03,2021-05-04 16:04:48.850,0.7296522,s
109,ML03,2021-05-11 22:36:43.550,0.81822234,s
110,ML03,2021-05-11 22:36:56.270,0.5171267,s
111,ML03,2021-05-15 07:34:22.800,0.68246204,s
112,ML03,2021-05-27 21:10:45.400,0.9271603,s
113,ML03,2021-06-10 08:22:21.960,0.8163633,s
114,ML03,2021-06-10 08:22:36.610,0.50157636,s
115,ML03,2021-06-11 08:58:50.030,0.7989225,s
116,ML03,2021-06-27 05:34:33.850,0.9007506,s
117,ML03,2021-08-07 09:02:36.260,0.7153617,s
118,ML03,2021-08-07 09:04:20.950,0.6376455,s
119,ML03,2021-08-07 09:04:34.270,0.7563732,s
120,ML03,2021-08-07 09:04:44.670,0.73450834,s
121,ML03,2021-08-07 10:44:01.260,0.6952199,s
122,ML03,2021-08-07 10:44:11.290,0.55462396,s
123,ML03,2021-08-08 22:05:05.470,0.9147619,s
124,ML03,2021-08-08 22:18:49.040,0.53515255,s
125,ML03,2021-08-08 22:18:54.560,0.5635994,s
126,ML03,2021-12-31 10:19:41.690,0.7130246,s
127,ML03,2021-12-31 10:26:47.150,0.716769,s
128,ML03,2021-12-31 10:26:53.360,0.5091401,s
129,ML03,2022-01-06 08:22:47.790,0.90781754,s
130,ML03,2022-01-06 08:55:27.650,0.73439294,s
131,ML03,2022-01-06 10:04:58.830,0.72577435,s
132,ML03,2022-01-08 09:16:54.160,0.6700493,s
133,ML03,2022-01-08 09:20:27.280,0.5112918,s
134,ML03,2022-01-08 09:23:33.500,0.9387357,s
135,ML03,2022-01-08 09:46:30.470,0.53057104,s
136,ML03,2022-01-09 00:21:43.180,0.6718611,s
137,ML03,2022-01-09 09:28:15.180,0.7114543,s
138,ML03,2022-01-29 08:15:07.990,0.50799066,s
139,ML03,2022-01-29 12:17:17.070,0.538352,s
140,ML03,2022-01-29 12:21:35.830,0.7053752,s
141,ML03,2022-01-29 12:24:50.780,0.6821944,s
142,ML03,2022-01-29 15:32:02.390,0.7465324,s
143,ML03,2022-01-30 08:17:35.220,0.8795211,s
144,ML03,2022-01-30 08:17:38.320,0.5830176,s
145,ML03,2022-01-30 08:17:41.090,0.6726749,s
146,ML03,2022-01-30 11:54:17.710,0.7914152,s
147,ML03,2022-01-30 12:57:42.900,0.69617844,s
148,ML03,2022-01-30 12:57:46.340,0.54362464,s
149,ML03,2022-01-30 13:06:06.430,0.8181097,s
150,ML03,2022-01-30 14:36:30.190,0.6893974,s
151,ML03,2022-01-30 14:36:35.190,0.7547896,s
152,ML04,2020-04-24 15:24:53.780,0.7834839,s
153,ML04,2020-04-24 20:06:58.280,0.9299088,s
154,ML04,2020-04-24 20:16:20.200,0.9482028,s
155,ML04,2020-04-24 20:59:09.110,0.94992596,s
156,ML04,2020-04-24 23:45:43.300,0.94878,s
157,ML04,2020-04-25 11:03:11.050,0.96476924,s
158,ML04,2020-04-25 11:07:48.950,0.91260564,s
159,ML04,2020-04-25 16:38:21.500,0.9383178,s
160,ML04,2020-04-25 16:38:26.500,0.72580665,s
161,ML04,2020-04-25 16:49:42.350,0.9214525,s
162,ML04,2020-04-25 16:53:44.550,0.9447659,s
163,ML04,2020-04-25 21:35:10.190,0.9576513,s
164,ML04,2020-04-26 19:41:30.810,0.9623839,s
165,ML04,2020-04-30 20:09:07.700,0.9223309,s
166,ML04,2020-05-02 15:51:08.730,0.90882576,s
167,ML04,2020-05-02 16:46:48.410,0.77157664,s
168,ML04,2020-05-02 16:46:55.850,0.8485974,s
169,ML04,2020-05-04 07:10:58.730,0.841798,s
170,ML04,2020-05-07 19:22:02.180,0.60907054,s
171,ML04,2020-05-19 17:55:57.710,0.6281567,s
172,ML04,2020-05-19 17:56:00.750,0.6511699,s
173,ML04,2020-06-16 16:40:13.510,0.7524587,s
174,ML04,2020-06-28 20:45:44.750,0.77046335,s
175,ML04,2020-06-30 02:02:03.450,0.7370272,s
176,ML04,2021-01-15 22:33:30.770,0.9378135,s
177,ML04,2021-01-16 07:45:38.100,0.95371205,s
178,ML04,2021-01-16 21:21:10.270,0.64229774,s
179,ML04,2021-01-18 17:26:23.090,0.85250044,s
180,ML04,2021-01-19 02:19:08.570,0.7253952,s
181,ML04,2021-01-25 08:18:43.050,0.5011237,s
182,ML04,2021-01-30 04:12:46.490,0.9342556,s
183,ML04,2021-01-31 05:14:14.390,0.954749,s
184,ML04,2021-01-31 05:16:16.050,0.9341243,s
185,ML04,2021-01-31 05:17:17.680,0.9539538,s
186,ML04,2021-01-31 05:21:09.370,0.95080787,s
187,ML04,2021-01-31 05:30:06.410,0.96041816,s
188,ML04,2021-01-31 05:46:25.270,0.96291506,s
189,ML04,2021-01-31 05:51:10.880,0.7902019,s
190,ML04,2021-01-31 05:59:09.420,0.6329102,s
191,ML04,2021-01-31 05:59:14.880,0.6756054,s
192,ML04,2021-01-31 05:59:46.390,0.8530734,s
193,ML04,2021-01-31 06:02:37.770,0.93783504,s
194,ML04,2021-01-31 06:02:43.860,0.7855785,s
195,ML04,2021-01-31 06:05:24.230,0.87233436,s
196,ML04,2021-01-31 06:05:37.030,0.73941827,s
197,ML04,2021-01-31 06:06:29.660,0.9668472,s
198,ML04,2021-01-31 06:06:32.140,0.88162315,s
199,ML04,2021-01-31 06:39:51.950,0.54605633,s
200,ML04,2021-01-31 06:39:56.210,0.9663634,s
201,ML04,2021-01-31 07:01:14.670,0.954505,s
202,ML04,2021-01-31 12:37:51.000,0.9559347,s
203,ML04,2021-01-31 12:39:15.740,0.96250653,s
204,ML04,2021-01-31 12:39:59.410,0.92887616,s
205,ML04,2021-01-31 12:40:19.270,0.6174358,s
206,ML04,2021-01-31 12:40:22.400,0.96693414,s
207,ML04,2021-01-31 12:40:36.400,0.8738352,s
208,ML04,2021-01-31 12:41:17.950,0.9587504,s
209,ML04,2021-01-31 12:43:59.840,0.9628598,s
210,ML04,2021-02-01 07:25:45.400,0.89330685,s
211,ML04,2021-02-01 07:26:03.260,0.9536251,s
212,ML04,2021-02-01 07:58:49.600,0.6452067,s
213,ML04,2021-02-01 07:58:57.240,0.8612609,s
214,ML04,2021-02-13 17:43:47.210,0.5329206,s
215,ML04,2021-02-13 17:46:32.760,0.91441506,s
216,ML04,2021-02-13 17:55:53.360,0.943991,s
217,ML04,2021-02-13 23:57:22.280,0.59532034,s
218,ML04,2021-02-13 23:57:32.000,0.9241727,s
219,ML04,2021-02-13 23:57:43.920,0.8891103,s
220,ML04,2021-02-13 23:57:57.160,0.66897607,s
221,ML04,2021-03-14 14:15:07.210,0.8690493,s
222,ML04,2021-04-09 09:04:10.860,0.806847,s
223,ML04,2021-04-25 06:43:47.770,0.5343709,s
224,ML04,2021-05-08 06:31:53.270,0.73754036,s
225,ML04,2021-05-08 09:33:05.130,0.7274921,s
226,ML04,2021-05-08 09:50:40.100,0.5741003,s
227,ML04,2021-05-08 09:50:43.430,0.7058891,s
228,ML04,2021-05-09 09:58:48.460,0.90395397,s
229,ML04,2021-05-11 09:12:16.220,0.9343734,s
230,ML04,2021-05-11 19:50:45.330,0.5672662,s
231,ML04,2021-05-11 22:36:58.330,0.91410756,s
232,ML04,2021-05-11 22:37:07.970,0.60880524,s
233,ML04,2021-05-15 00:35:07.290,0.78511643,s
234,ML04,2021-05-15 08:25:51.040,0.91532576,s
235,ML04,2021-05-16 07:03:42.620,0.65212506,s
236,ML04,2021-05-20 16:05:31.210,0.8351097,s
237,ML04,2021-05-27 21:05:47.370,0.80367184,s
238,ML04,2021-05-27 21:05:49.840,0.56085217,s
239,ML04,2021-05-27 21:06:59.500,0.9038032,s
240,ML04,2021-05-27 21:10:44.800,0.9661361,s
241,ML04,2021-05-27 21:32:44.370,0.9639235,s
242,ML04,2021-05-27 21:33:46.390,0.95258766,s
243,ML04,2021-05-27 22:04:37.210,0.9703177,s
244,ML04,2021-05-30 19:45:17.550,0.7419613,s
245,ML04,2021-06-12 06:27:53.680,0.52114284,s
246,ML04,2021-06-12 06:27:55.060,0.8546901,s
247,ML04,2021-06-12 10:45:50.250,0.8957396,s
248,ML04,2021-06-12 10:47:03.210,0.89723384,s
249,ML04,2021-06-24 04:46:38.980,0.83991617,s
250,ML04,2021-06-25 16:16:01.510,0.91137934,s
251,ML04,2021-06-26 09:26:27.930,0.88690853,s
252,ML04,2021-06-27 05:34:34.170,0.77812934,s
253,ML04,2021-06-28 09:51:10.190,0.87013763,s
254,ML04,2021-06-28 09:51:23.420,0.7713377,s
255,ML04,2021-06-28 16:57:40.820,0.830212,s
256,ML04,2021-06-28 23:10:26.900,0.9636191,s
257,ML04,2021-06-29 06:13:08.260,0.783101,s
258,ML04,2021-06-29 06:14:32.180,0.8492586,s
259,ML04,2021-07-02 22:26:32.880,0.9535394,s
260,ML04,2021-07-02 22:26:35.520,0.70984066,s
261,ML04,2021-07-02 22:26:43.120,0.7874322,s
262,ML04,2021-07-17 08:43:20.840,0.8751167,s
263,ML04,2021-07-30 05:20:43.890,0.75185144,s
264,ML04,2021-07-30 05:20:53.410,0.9455762,s
265,ML04,2021-08-07 08:55:31.270,0.95271087,s
266,ML04,2021-08-07 09:02:35.840,0.96539646,s
267,ML04,2021-08-07 09:02:45.720,0.952783,s
268,ML04,2021-08-07 09:04:33.730,0.9153496,s
269,ML04,2021-08-07 10:37:50.840,0.9595576,s
270,ML04,2021-08-07 10:44:10.790,0.9688119,s
271,ML04,2021-08-07 13:22:11.990,0.9570715,s
272,ML04,2021-08-07 15:08:51.800,0.945621,s
273,ML04,2021-08-10 07:57:31.800,0.83217335,s
274,ML04,2021-08-30 11:57:58.350,0.9221532,s
275,ML04,2021-09-05 11:53:07.850,0.9411295,s
276,ML04,2021-09-07 15:04:26.380,0.72532517,s
277,ML04,2021-09-07 15:20:43.090,0.94737834,s
278,ML04,2021-09-17 09:39:28.400,0.9555365,s
279,ML04,2021-09-19 07:59:12.220,0.55948186,s
280,ML04,2021-09-19 07:59:21.780,0.6666266,s
281,ML04,2022-01-06 08:22:52.260,0.5106946,s
282,ML04,2022-01-06 08:53:22.760,0.5927244,s
283,ML04,2022-01-09 00:18:21.980,0.57872176,s
284,ML04,2022-01-09 00:18:30.820,0.7896473,s
285,ML04,2022-01-09 01:18:03.600,0.66705745,s
286,ML04,2022-01-09 09:28:44.370,0.6598609,s
287,ML04,2022-01-10 17:30:36.680,0.8059235,s
288,ML04,2022-01-20 18:28:51.570,0.5186897,s
289,ML05,2020-04-29 09:03:18.300,0.78925544,s
290,ML05,2020-04-29 09:03:24.900,0.6280284,s
291,ML05,2020-05-01 12:28:38.040,0.6145182,s
292,ML05,2020-05-01 12:28:47.280,0.51421136,s
293,ML05,2020-05-02 16:46:48.470,0.68342334,s
294,ML05,2020-05-02 16:47:51.630,0.5745793,s
295,ML05,2020-05-06 13:09:25.530,0.9117179,s
296,ML05,2020-05-06 13:09:37.490,0.6961426,s
297,ML05,2020-06-01 11:38:55.080,0.70011705,s
298,ML05,2020-06-11 15:40:30.410,0.80000746,s
299,ML05,2020-12-22 19:54:31.300,0.54212415,s
300,ML05,2020-12-30 15:03:34.090,0.69182426,s
301,ML05,2021-01-05 16:23:58.670,0.8896039,s
302,ML05,2021-01-05 16:24:53.150,0.90002215,s
303,ML05,2021-01-05 18:23:54.470,0.62682456,s
304,ML05,2021-01-15 09:33:04.930,0.78673625,s
305,ML05,2021-01-16 06:28:44.660,0.5510207,s
306,ML05,2021-01-16 07:45:39.270,0.6115392,s
307,ML05,2021-01-16 21:21:12.230,0.6466487,s
308,ML05,2021-01-25 08:18:34.900,0.5684098,s
309,ML05,2021-01-31 06:02:39.570,0.71523666,s
310,ML05,2021-01-31 06:19:41.650,0.733052,s
311,ML05,2021-01-31 12:39:16.830,0.7577769,s
312,ML05,2021-02-13 12:32:14.390,0.7616997,s
313,ML05,2021-02-13 18:27:24.340,0.6986858,s
314,ML05,2021-03-14 14:15:08.420,0.61721724,s
315,ML05,2021-04-02 15:11:37.440,0.6558674,s
316,ML05,2021-04-16 07:23:50.080,0.95604354,s
317,ML05,2021-05-08 06:31:55.300,0.88401246,s
318,ML05,2021-05-08 06:32:01.130,0.76865447,s
319,ML05,2021-05-08 09:33:10.740,0.77601993,s
320,ML05,2021-05-08 09:33:15.980,0.9268117,s
321,ML05,2021-05-09 19:13:14.970,0.5469554,s
322,ML05,2021-05-11 19:50:45.670,0.7073454,s
323,ML05,2021-05-15 07:34:26.480,0.6569974,s
324,ML05,2021-05-15 07:37:11.250,0.9308241,s
325,ML05,2021-05-15 08:25:45.770,0.50083333,s
326,ML05,2021-05-16 07:03:34.910,0.8598498,s
327,ML05,2021-06-12 06:28:02.850,0.8658975,s
328,ML05,2021-06-26 08:03:23.240,0.6927987,s
329,ML05,2021-06-28 16:56:05.240,0.5576034,s
330,ML05,2021-06-28 16:57:42.860,0.57120943,s
331,ML05,2021-06-28 17:00:14.510,0.5806412,s
332,ML05,2021-06-29 10:41:05.580,0.7063344,s
333,ML05,2021-06-29 10:41:19.400,0.9254918,s
334,ML05,2021-06-29 10:41:31.220,0.82023734,s
335,ML05,2021-07-23 14:04:42.760,0.7808392,s
336,ML05,2021-07-23 14:04:46.730,0.84724367,s
337,ML05,2021-07-23 14:06:49.550,0.81178194,s
338,ML05,2021-07-23 14:13:43.130,0.87017745,s
339,ML05,2021-08-07 09:02:46.930,0.71249473,s
340,ML05,2021-08-07 10:33:58.260,0.6456428,s
341,ML05,2021-08-07 15:08:52.920,0.6096546,s
342,ML05,2021-08-16 15:49:48.090,0.58757156,s
343,ML05,2021-08-26 08:57:09.130,0.62390274,s
344,ML05,2021-08-26 08:57:16.600,0.5357435,s
345,ML05,2021-09-14 13:01:08.040,0.86225605,s
346,ML05,2021-09-14 13:01:23.480,0.8796615,s
347,ML05,2021-09-19 07:59:12.360,0.5870685,s
348,ML05,2021-09-19 07:59:22.120,0.8178696,s
349,ML05,2021-10-16 09:13:45.780,0.7902393,s
350,ML05,2021-10-16 09:13:49.820,0.516003,s
351,ML05,2021-10-16 10:02:38.720,0.53081137,s
352,ML05,2021-10-16 10:02:39.180,0.52435756,s
353,ML05,2021-10-17 09:38:33.110,0.5117381,s
354,ML05,2021-10-19 09:53:48.620,0.5402806,s
355,ML05,2021-10-19 09:56:48.700,0.68618673,s
356,ML05,2021-10-19 09:57:00.120,0.51221144,s
357,ML05,2021-12-08 00:49:50.800,0.79654515,s
358,ML05,2021-12-13 17:45:40.590,0.8279238,s
359,ML05,2021-12-14 14:14:23.790,0.5387637,s
360,ML05,2021-12-18 11:48:12.390,0.5805725,s
361,ML05,2021-12-19 03:18:39.920,0.66615814,s
362,ML05,2021-12-19 03:18:49.640,0.6364332,s
363,ML05,2021-12-19 03:18:52.000,0.5781171,s
364,ML05,2021-12-21 12:56:56.820,0.7384935,s
365,ML05,2021-12-21 12:57:08.950,0.6327492,s
366,ML05,2021-12-22 09:33:26.400,0.76503,s
367,ML05,2021-12-22 22:50:12.420,0.5424113,s
368,ML05,2021-12-31 10:19:47.040,0.77457464,s
369,ML05,2021-12-31 10:19:48.640,0.86075455,s
370,ML05,2022-01-01 11:42:15.360,0.80865604,s
371,ML05,2022-01-01 13:23:30.840,0.74135774,s
372,ML05,2022-01-04 10:56:05.610,0.71136945,s
373,ML05,2022-01-06 08:22:50.060,0.6056532,s
374,ML05,2022-01-06 08:29:16.390,0.5946566,s
375,ML05,2022-01-06 08:29:29.460,0.6446674,s
376,ML05,2022-01-06 08:47:03.380,0.7356347,s
377,ML05,2022-01-06 08:47:03.870,0.57430863,s
378,ML05,2022-01-06 08:48:06.680,0.78708565,s
379,ML05,2022-01-06 08:48:15.040,0.59593874,s
380,ML05,2022-01-06 08:55:23.400,0.9002841,s
381,ML05,2022-01-06 09:13:53.040,0.9236682,s
382,ML05,2022-01-06 09:24:47.930,0.6600809,s
383,ML05,2022-01-06 09:24:59.190,0.5567402,s
384,ML05,2022-01-06 09:30:10.010,0.61847436,s
385,ML05,2022-01-06 10:03:31.060,0.9090189,s
386,ML05,2022-01-06 10:03:35.890,0.7539523,s
387,ML05,2022-01-06 10:24:23.230,0.5489483,s
388,ML05,2022-01-06 10:24:36.680,0.5800102,s
389,ML05,2022-01-06 11:13:42.560,0.8885102,s
390,ML05,2022-01-06 11:13:46.720,0.5477573,s
391,ML05,2022-01-07 22:22:20.980,0.58021057,s
392,ML05,2022-01-07 22:29:23.100,0.92446536,s
393,ML05,2022-01-08 08:52:50.630,0.55565554,s
394,ML05,2022-01-08 08:52:57.430,0.8743573,s
395,ML05,2022-01-08 08:53:01.160,0.76047045,s
396,ML05,2022-01-08 09:16:55.200,0.6774551,s
397,ML05,2022-01-08 09:20:27.140,0.74217993,s
398,ML05,2022-01-08 09:23:36.460,0.57510257,s
399,ML05,2022-01-08 09:43:43.070,0.6873284,s
400,ML05,2022-01-08 10:08:38.400,0.69423634,s
401,ML05,2022-01-08 10:08:46.880,0.60249066,s
402,ML05,2022-01-08 10:08:51.480,0.71835554,s
403,ML05,2022-01-08 23:43:33.500,0.81297195,s
404,ML05,2022-01-09 00:18:31.060,0.53175765,s
405,ML05,2022-01-09 00:21:39.400,0.76603746,s
406,ML05,2022-01-09 01:02:45.280,0.84846157,s
407,ML05,2022-01-09 09:09:16.180,0.68368226,s
408,ML05,2022-01-16 23:55:19.290,0.6002878,s
409,ML05,2022-01-18 07:46:33.140,0.86658406,s
410,ML05,2022-01-21 13:23:59.110,0.72042865,s
411,ML05,2022-01-25 07:14:43.800,0.76820993,s
412,ML05,2022-01-25 07:14:47.840,0.57662404,s
413,ML05,2022-01-25 07:57:53.120,0.6239043,s
414,ML05,2022-01-28 19:08:07.470,0.53474617,s
415,ML05,2022-01-28 19:08:13.330,0.7203411,s
416,ML05,2022-01-29 08:15:05.320,0.8477916,s
417,ML05,2022-01-29 08:15:10.080,0.81202507,s
418,ML05,2022-01-29 09:18:53.020,0.88173443,s
419,ML05,2022-01-29 10:42:51.190,0.94253737,s
420,ML05,2022-01-29 12:17:19.030,0.8249569,s
421,ML05,2022-01-29 12:17:27.360,0.6791626,s
422,ML05,2022-01-29 12:24:53.070,0.6056608,s
423,ML05,2022-01-29 13:07:40.270,0.9008442,s
424,ML05,2022-01-29 20:59:28.880,0.71477866,s
425,ML05,2022-01-30 08:17:32.250,0.62933004,s
426,ML05,2022-01-30 08:17:35.150,0.6803333,s
427,ML05,2022-01-30 08:17:35.750,0.7329578,s
428,ML05,2022-01-30 08:17:41.300,0.68735075,s
429,ML05,2022-01-30 12:11:58.440,0.8699865,s
430,ML05,2022-01-30 14:36:27.370,0.5143865,s
431,ML05,2022-01-30 14:36:32.170,0.57241327,s
432,ML05,2022-01-30 19:09:12.150,0.5530428,s
433,ML06,2020-04-24 15:24:53.960,0.8712056,s
434,ML06,2020-04-24 20:16:20.300,0.8471346,s
435,ML06,2020-04-25 11:07:49.020,0.93475896,s
436,ML06,2020-04-25 16:38:21.580,0.93755704,s
437,ML06,2020-04-25 16:49:42.400,0.90779436,s
438,ML06,2020-04-25 16:53:44.600,0.9456544,s
439,ML06,2020-04-30 20:09:07.770,0.8257429,s
440,ML06,2020-05-02 16:48:22.790,0.88246304,s
441,ML06,2020-05-07 14:25:10.730,0.77585685,s
442,ML06,2020-06-16 16:40:13.670,0.8945319,s
443,ML06,2020-11-18 01:50:13.110,0.9349784,s
444,ML06,2020-11-24 14:44:29.370,0.5638031,s
445,ML06,2020-12-18 21:42:19.340,0.66454995,s
446,ML06,2020-12-23 17:20:55.700,0.9314026,s
447,ML06,2020-12-30 15:03:34.670,0.85171765,s
448,ML06,2021-01-01 07:14:49.680,0.9502433,s
449,ML06,2021-01-02 12:52:05.060,0.9661719,s
450,ML06,2021-01-05 15:46:19.050,0.94204086,s
451,ML06,2021-01-05 15:46:31.460,0.5101886,s
452,ML06,2021-01-05 16:10:59.350,0.9481862,s
453,ML06,2021-01-05 16:23:57.370,0.9525204,s
454,ML06,2021-01-05 16:24:46.600,0.85523385,s
455,ML06,2021-01-05 16:24:51.820,0.9498953,s
456,ML06,2021-01-05 16:25:02.860,0.8441806,s
457,ML06,2021-01-05 16:32:25.640,0.9309273,s
458,ML06,2021-01-05 16:55:01.370,0.95592374,s
459,ML06,2021-01-05 18:23:53.000,0.9224778,s
460,ML06,2021-01-05 18:51:26.820,0.929889,s
461,ML06,2021-01-05 19:18:32.220,0.9676903,s
462,ML06,2021-01-06 22:23:19.400,0.95807886,s
463,ML06,2021-01-06 22:23:33.070,0.5997322,s
464,ML06,2021-01-15 09:33:05.110,0.89957,s
465,ML06,2021-01-15 21:33:20.110,0.86759305,s
466,ML06,2021-01-15 22:33:30.590,0.9028204,s
467,ML06,2021-01-16 07:45:37.930,0.9201966,s
468,ML06,2021-01-16 21:21:10.290,0.9587614,s
469,ML06,2021-01-30 04:12:46.350,0.92777497,s
470,ML06,2021-01-31 05:13:36.770,0.96341836,s
471,ML06,2021-01-31 05:14:14.250,0.9440046,s
472,ML06,2021-01-31 05:16:15.900,0.96027434,s
473,ML06,2021-01-31 05:17:17.520,0.94063514,s
474,ML06,2021-01-31 05:21:09.240,0.9424857,s
475,ML06,2021-01-31 05:22:14.990,0.9540173,s
476,ML06,2021-01-31 05:30:06.280,0.9644212,s
477,ML06,2021-01-31 05:46:25.130,0.95199794,s
478,ML06,2021-01-31 05:51:10.780,0.96154654,s
479,ML06,2021-01-31 05:59:01.780,0.55350494,s
480,ML06,2021-01-31 05:59:08.340,0.8929727,s
481,ML06,2021-01-31 05:59:46.300,0.94129443,s
